date,day,meal,menu,expected_students,holiday,special_event,semester_status,previous_demand,actual_demand
2026-01-10,Saturday,Dinner,Parotta,295,0,0,Regular,398,177
2026-01-11,Sunday,Lunch,Variety Rice,80,1,0,Regular,177,0
2026-01-12,Monday,Dinner,Idli,532,0,0,Regular,0,304
2026-01-13,Tuesday,Dinner,Chapati,522,0,0,Regular,304,401
2026-01-14,Wednesday,Dinner,Variety Rice,277,1,0,Regular,401,183
2026-01-15,Thursday,Lunch,Variety Rice,559,0,0,Regular,183,486
2026-01-16,Friday,Breakfast,Idli,540,0,0,Regular,486,368
2026-01-17,Saturday,Lunch,Variety Rice,293,0,0,Regular,368,243
2026-01-18,Sunday,Breakfast,Poori,101,1,0,Regular,243,0
2026-01-19,Monday,Lunch,South Indian Meals,522,0,0,Regular,0,409
2026-01-20,Tuesday,Lunch,Chapati,542,0,0,Regular,409,436
2026-01-21,Wednesday,Lunch,Variety Rice,566,0,1,Regular,436,504
2026-01-22,Thursday,Dinner,Variety Rice,506,0,0,Regular,504,452
2026-01-23,Friday,Dinner,Parotta,469,0,0,Regular,452,391
2026-01-24,Saturday,Dinner,Parotta,344,0,0,Regular,391,196
2026-01-25,Sunday,Dinner,Variety Rice,99,1,1,Regular,196,0
2026-01-26,Monday,Lunch,Special Meals,489,0,0,Regular,0,438
2026-01-27,Tuesday,Dinner,Parotta,539,0,0,Regular,438,441
2026-01-28,Wednesday,Lunch,Variety Rice,442,0,0,Regular,441,359
2026-01-29,Thursday,Breakfast,Upma,527,0,0,Regular,359,323
2026-01-30,Friday,Lunch,Special Meals,592,0,0,Regular,323,553
2026-01-31,Saturday,Dinner,Variety Rice,292,0,1,Regular,553,207
2026-02-01,Sunday,Lunch,Special Meals,68,1,0,Regular,207,33
2026-02-02,Monday,Lunch,Special Meals,557,0,0,Regular,33,460
2026-02-03,Tuesday,Breakfast,Upma,532,0,0,Regular,460,334
2026-02-04,Wednesday,Lunch,Chapati,558,0,0,Regular,334,425
2026-02-05,Thursday,Breakfast,Pongal,452,0,0,Regular,425,257
2026-02-06,Friday,Breakfast,Upma,456,0,0,Regular,257,274
2026-02-07,Saturday,Breakfast,Upma,324,0,0,Regular,274,116
2026-02-08,Sunday,Breakfast,Upma,73,1,0,Regular,116,0
2026-02-09,Monday,Breakfast,Pongal,515,0,0,Regular,0,256
2026-02-10,Tuesday,Dinner,Idli,490,0,0,Regular,256,321
2026-02-11,Wednesday,Dinner,Variety Rice,549,0,0,Regular,321,366
2026-02-12,Thursday,Dinner,Dosa,401,0,0,Regular,366,338
2026-02-13,Friday,Lunch,Variety Rice,557,0,0,Regular,338,443
2026-02-14,Saturday,Breakfast,Upma,375,0,0,Regular,443,207
2026-02-15,Sunday,Dinner,Chapati,87,1,1,Regular,207,0
2026-02-16,Monday,Lunch,Biryani,501,0,0,Regular,0,379
2026-02-17,Tuesday,Breakfast,Dosa,479,0,0,Regular,379,351
2026-02-18,Wednesday,Dinner,Parotta,524,0,0,Regular,351,407
2026-02-19,Thursday,Breakfast,Upma,426,0,0,Regular,407,231
2026-02-20,Friday,Lunch,South Indian Meals,269,1,0,Regular,231,234
2026-02-21,Saturday,Dinner,Variety Rice,287,0,0,Regular,234,148
2026-02-22,Sunday,Dinner,Parotta,65,1,1,Regular,148,1
2026-02-23,Monday,Dinner,Parotta,575,0,0,Regular,1,415
2026-02-24,Tuesday,Dinner,Parotta,554,0,0,Regular,415,426
2026-02-25,Wednesday,Lunch,Biryani,466,0,0,Regular,426,466
2026-02-26,Thursday,Lunch,Special Meals,409,0,0,Regular,466,409
2026-02-27,Friday,Breakfast,Upma,490,0,0,Regular,409,293
2026-02-28,Saturday,Lunch,Special Meals,383,0,0,Regular,293,338
2026-03-01,Sunday,Breakfast,Idli,98,1,0,Regular,338,0
2026-03-02,Monday,Lunch,Chapati,425,0,0,Regular,0,373
2026-03-03,Tuesday,Lunch,Special Meals,476,0,0,Regular,373,438
2026-03-04,Wednesday,Dinner,Variety Rice,540,0,0,Regular,438,406
2026-03-05,Thursday,Breakfast,Idli,412,0,0,Regular,406,314
2026-03-06,Friday,Lunch,Biryani,422,0,0,Regular,314,412
2026-03-07,Saturday,Dinner,Idli,394,0,0,Regular,412,240
2026-03-08,Sunday,Lunch,Variety Rice,63,1,0,Regular,240,2
2026-03-09,Monday,Dinner,Chapati,516,0,0,Regular,2,370
2026-03-10,Tuesday,Dinner,Variety Rice,447,0,0,Regular,370,360
2026-03-11,Wednesday,Lunch,Chapati,580,0,0,Regular,360,486
2026-03-12,Thursday,Breakfast,Dosa,440,0,0,Regular,486,340
2026-03-13,Friday,Dinner,Idli,580,0,0,Regular,340,439
2026-03-14,Saturday,Dinner,Dosa,284,0,0,Regular,439,217
2026-03-15,Sunday,Dinner,Chapati,105,1,0,Regular,217,0
2026-03-16,Monday,Lunch,Variety Rice,504,0,0,Regular,0,419
2026-03-17,Tuesday,Dinner,Parotta,416,0,0,Regular,419,314
2026-03-18,Wednesday,Dinner,Variety Rice,406,0,0,Regular,314,285
2026-03-19,Thursday,Breakfast,Pongal,451,0,0,Regular,285,279
2026-03-20,Friday,Dinner,Dosa,577,0,0,Regular,279,469
2026-03-21,Saturday,Dinner,Parotta,399,0,1,Regular,469,269
2026-03-22,Sunday,Dinner,Dosa,101,1,0,Regular,269,8
2026-03-23,Monday,Breakfast,Upma,510,0,0,Regular,8,314
2026-03-24,Tuesday,Breakfast,Poori,510,0,0,Regular,314,390
2026-03-25,Wednesday,Dinner,Dosa,534,0,0,Regular,390,430
2026-03-26,Thursday,Lunch,Special Meals,563,0,0,Regular,430,556
2026-03-27,Friday,Lunch,South Indian Meals,405,1,0,Regular,556,358
2026-03-28,Saturday,Lunch,South Indian Meals,337,0,0,Regular,358,245
2026-03-29,Sunday,Breakfast,Pongal,111,1,0,Regular,245,0
2026-03-30,Monday,Lunch,South Indian Meals,503,0,0,Regular,0,356
2026-03-31,Tuesday,Breakfast,Upma,496,0,0,Regular,356,321
2026-04-01,Wednesday,Breakfast,Poori,428,0,1,Exam Period,321,272
2026-04-02,Thursday,Dinner,Dosa,255,0,0,Exam Period,272,225
2026-04-03,Friday,Breakfast,Idli,272,0,0,Exam Period,225,168
2026-04-04,Saturday,Breakfast,Poori,365,0,0,Exam Period,168,160
2026-04-05,Sunday,Dinner,Parotta,171,1,0,Exam Period,160,17
2026-04-06,Monday,Lunch,South Indian Meals,297,0,0,Exam Period,17,229
2026-04-07,Tuesday,Breakfast,Pongal,337,0,0,Exam Period,229,164
2026-04-08,Wednesday,Breakfast,Pongal,288,0,0,Exam Period,164,107
2026-04-09,Thursday,Lunch,Special Meals,257,0,0,Exam Period,107,257
2026-04-10,Friday,Breakfast,Pongal,343,0,0,Exam Period,257,179
2026-04-11,Saturday,Breakfast,Pongal,357,0,0,Exam Period,179,107
2026-04-12,Sunday,Dinner,Parotta,202,1,0,Exam Period,107,36
2026-04-13,Monday,Lunch,South Indian Meals,258,0,0,Exam Period,36,227
2026-04-14,Tuesday,Dinner,Parotta,359,0,0,Exam Period,227,243
2026-04-15,Wednesday,Breakfast,Poori,367,0,0,Exam Period,243,174
2026-04-16,Thursday,Lunch,Variety Rice,274,0,0,Exam Period,174,236
2026-04-17,Friday,Lunch,Chapati,270,0,0,Exam Period,236,248
2026-04-18,Saturday,Breakfast,Idli,404,0,0,Exam Period,248,187
2026-04-19,Sunday,Dinner,Variety Rice,285,1,0,Exam Period,187,47
2026-04-20,Monday,Lunch,Biryani,326,0,0,Exam Period,47,289
2026-04-21,Tuesday,Breakfast,Pongal,319,0,0,Exam Period,289,173
2026-04-22,Wednesday,Dinner,Variety Rice,315,0,0,Exam Period,173,181
2026-04-23,Thursday,Lunch,Chapati,404,0,0,Exam Period,181,268
2026-04-24,Friday,Dinner,Variety Rice,434,0,1,Exam Period,268,281
2026-04-25,Saturday,Lunch,South Indian Meals,347,0,0,Exam Period,281,238
2026-04-26,Sunday,Breakfast,Pongal,323,1,0,Exam Period,238,25
2026-04-27,Monday,Breakfast,Poori,364,0,0,Exam Period,25,204
2026-04-28,Tuesday,Lunch,South Indian Meals,349,0,0,Exam Period,204,300
2026-04-29,Wednesday,Dinner,Variety Rice,322,0,0,Exam Period,300,212
2026-04-30,Thursday,Lunch,Chapati,315,0,1,Exam Period,212,273
2026-05-01,Friday,Dinner,Idli,152,0,0,Semester Holiday,273,125
2026-05-02,Saturday,Dinner,Parotta,109,0,0,Semester Holiday,125,30
2026-05-03,Sunday,Dinner,Idli,65,1,0,Semester Holiday,30,0
2026-05-04,Monday,Dinner,Chapati,125,0,1,Semester Holiday,0,69
2026-05-05,Tuesday,Lunch,South Indian Meals,150,0,0,Semester Holiday,69,147
2026-05-06,Wednesday,Dinner,Parotta,86,0,0,Semester Holiday,147,59
2026-05-07,Thursday,Dinner,Variety Rice,182,0,0,Semester Holiday,59,99
2026-05-08,Friday,Lunch,Special Meals,144,0,0,Semester Holiday,99,144
2026-05-09,Saturday,Dinner,Chapati,191,0,0,Semester Holiday,144,60
2026-05-10,Sunday,Lunch,South Indian Meals,84,1,0,Semester Holiday,60,4
2026-05-11,Monday,Lunch,Biryani,200,0,0,Semester Holiday,4,200
2026-05-12,Tuesday,Breakfast,Poori,95,0,1,Semester Holiday,200,84
2026-05-13,Wednesday,Lunch,Special Meals,162,0,0,Semester Holiday,84,132
2026-05-14,Thursday,Dinner,Chapati,173,0,0,Semester Holiday,132,97
2026-05-15,Friday,Breakfast,Pongal,130,0,1,Semester Holiday,97,76
2026-05-16,Saturday,Dinner,Variety Rice,91,0,0,Semester Holiday,76,0
2026-05-17,Sunday,Breakfast,Pongal,80,1,0,Semester Holiday,0,0
2026-05-18,Monday,Breakfast,Pongal,175,0,0,Semester Holiday,0,59
2026-05-19,Tuesday,Lunch,Variety Rice,189,0,0,Semester Holiday,59,135
2026-05-20,Wednesday,Lunch,South Indian Meals,130,0,0,Semester Holiday,135,121
2026-05-21,Thursday,Dinner,Chapati,128,0,0,Semester Holiday,121,88
2026-05-22,Friday,Breakfast,Upma,140,1,0,Semester Holiday,88,57
2026-05-23,Saturday,Lunch,Special Meals,89,0,0,Semester Holiday,57,66
2026-05-24,Sunday,Lunch,Special Meals,60,1,0,Semester Holiday,66,9
2026-05-25,Monday,Breakfast,Pongal,119,0,1,Semester Holiday,9,35
2026-05-26,Tuesday,Breakfast,Idli,109,0,0,Semester Holiday,35,24
2026-05-27,Wednesday,Dinner,Idli,199,0,0,Semester Holiday,24,74
2026-05-28,Thursday,Breakfast,Poori,156,0,0,Semester Holiday,74,60
2026-05-29,Friday,Dinner,Dosa,93,0,0,Semester Holiday,60,87
2026-05-30,Saturday,Dinner,Parotta,110,0,0,Semester Holiday,87,46
2026-05-31,Sunday,Lunch,Biryani,138,1,0,Semester Holiday,46,46
2026-06-01,Monday,Dinner,Idli,111,0,0,Semester Holiday,46,63
2026-06-02,Tuesday,Lunch,Special Meals,97,0,0,Semester Holiday,63,97
2026-06-03,Wednesday,Breakfast,Pongal,92,0,0,Semester Holiday,97,19
2026-06-04,Thursday,Lunch,Chapati,186,0,1,Semester Holiday,19,186
2026-06-05,Friday,Breakfast,Pongal,121,0,0,Semester Holiday,186,43
2026-06-06,Saturday,Dinner,Dosa,137,0,0,Semester Holiday,43,17
2026-06-07,Sunday,Breakfast,Upma,103,1,0,Semester Holiday,17,0
2026-06-08,Monday,Lunch,Biryani,133,0,0,Semester Holiday,0,133
2026-06-09,Tuesday,Dinner,Chapati,104,0,0,Semester Holiday,133,68
2026-06-10,Wednesday,Dinner,Dosa,96,0,0,Semester Holiday,68,64
2026-06-11,Thursday,Breakfast,Poori,110,0,0,Semester Holiday,64,35
2026-06-12,Friday,Lunch,South Indian Meals,174,0,1,Semester Holiday,35,174
2026-06-13,Saturday,Breakfast,Upma,158,0,0,Semester Holiday,174,10
2026-06-14,Sunday,Breakfast,Pongal,79,1,0,Semester Holiday,10,0
2026-06-15,Monday,Dinner,Dosa,89,0,0,Semester Holiday,0,38
2026-06-16,Tuesday,Breakfast,Dosa,112,0,0,Semester Holiday,38,61
2026-06-17,Wednesday,Dinner,Idli,168,0,0,Semester Holiday,61,65
2026-06-18,Thursday,Breakfast,Upma,176,0,0,Semester Holiday,65,54
2026-06-19,Friday,Lunch,South Indian Meals,191,0,0,Semester Holiday,54,176
2026-06-20,Saturday,Lunch,Biryani,96,0,0,Semester Holiday,176,96
2026-06-21,Sunday,Lunch,South Indian Meals,62,1,0,Semester Holiday,96,2
2026-06-22,Monday,Dinner,Idli,101,0,0,Semester Holiday,2,39
2026-06-23,Tuesday,Lunch,Special Meals,166,0,0,Semester Holiday,39,151
2026-06-24,Wednesday,Breakfast,Upma,189,0,0,Semester Holiday,151,61
2026-06-25,Thursday,Breakfast,Pongal,182,0,0,Semester Holiday,61,63
2026-06-26,Friday,Dinner,Parotta,157,0,1,Semester Holiday,63,155
2026-06-27,Saturday,Dinner,Chapati,150,0,0,Semester Holiday,155,39
2026-06-28,Sunday,Lunch,Chapati,125,1,0,Semester Holiday,39,8
2026-06-29,Monday,Lunch,Chapati,104,0,0,Semester Holiday,8,104
2026-06-30,Tuesday,Lunch,South Indian Meals,114,0,0,Semester Holiday,104,114
2026-07-01,Wednesday,Lunch,Special Meals,529,0,0,Regular,114,407
2026-07-02,Thursday,Breakfast,Poori,574,0,0,Regular,407,403
2026-07-03,Friday,Breakfast,Idli,571,0,0,Regular,403,423
2026-07-04,Saturday,Lunch,Chapati,292,0,0,Regular,423,240
2026-07-05,Sunday,Dinner,Variety Rice,123,1,0,Regular,240,0
2026-07-06,Monday,Lunch,Chapati,434,0,0,Regular,0,313
2026-07-07,Tuesday,Dinner,Chapati,498,0,0,Regular,313,392
2026-07-08,Wednesday,Dinner,Dosa,584,0,0,Regular,392,377
2026-07-09,Thursday,Lunch,Special Meals,541,0,0,Regular,377,455
2026-07-10,Friday,Lunch,Special Meals,467,0,1,Regular,455,467
2026-07-11,Saturday,Breakfast,Upma,385,0,0,Regular,467,214
2026-07-12,Sunday,Breakfast,Dosa,100,1,0,Regular,214,0
2026-07-13,Monday,Dinner,Variety Rice,528,0,0,Regular,0,372
2026-07-14,Tuesday,Dinner,Chapati,463,0,0,Regular,372,381
2026-07-15,Wednesday,Dinner,Chapati,402,0,0,Regular,381,325
2026-07-16,Thursday,Breakfast,Poori,577,0,0,Regular,325,378
2026-07-17,Friday,Dinner,Dosa,348,1,0,Regular,378,257
2026-07-18,Saturday,Breakfast,Poori,313,0,0,Regular,257,138
2026-07-19,Sunday,Dinner,Parotta,103,1,0,Regular,138,0
2026-07-20,Monday,Breakfast,Poori,438,0,0,Regular,0,223
2026-07-21,Tuesday,Breakfast,Pongal,411,0,0,Regular,223,271
2026-07-22,Wednesday,Dinner,Variety Rice,432,0,0,Regular,271,348
2026-07-23,Thursday,Lunch,South Indian Meals,412,0,0,Regular,348,342
2026-07-24,Friday,Lunch,Biryani,592,0,0,Regular,342,574
2026-07-25,Saturday,Lunch,Special Meals,393,0,0,Regular,574,321
2026-07-26,Sunday,Lunch,South Indian Meals,115,1,0,Regular,321,58
2026-07-27,Monday,Breakfast,Idli,575,0,0,Regular,58,309
2026-07-28,Tuesday,Lunch,South Indian Meals,501,0,0,Regular,309,446
2026-07-29,Wednesday,Lunch,Variety Rice,466,0,0,Regular,446,391
2026-07-30,Thursday,Breakfast,Poori,530,0,0,Regular,391,378
2026-07-31,Friday,Lunch,South Indian Meals,463,0,0,Regular,378,434
2026-08-01,Saturday,Breakfast,Dosa,254,0,0,Regular,434,140
2026-08-02,Sunday,Lunch,Biryani,76,1,0,Regular,140,18
2026-08-03,Monday,Breakfast,Pongal,442,0,1,Regular,18,261
2026-08-04,Tuesday,Dinner,Variety Rice,445,0,1,Regular,261,375
2026-08-05,Wednesday,Dinner,Chapati,564,0,0,Regular,375,441
2026-08-06,Thursday,Dinner,Parotta,456,0,0,Regular,441,399
2026-08-07,Friday,Dinner,Parotta,579,0,0,Regular,399,489
2026-08-08,Saturday,Breakfast,Idli,343,0,0,Regular,489,175
2026-08-09,Sunday,Lunch,South Indian Meals,110,1,0,Regular,175,16
2026-08-10,Monday,Dinner,Chapati,588,0,1,Regular,16,448
2026-08-11,Tuesday,Dinner,Parotta,464,0,0,Regular,448,366
2026-08-12,Wednesday,Breakfast,Dosa,472,0,0,Regular,366,270
2026-08-13,Thursday,Breakfast,Dosa,575,0,0,Regular,270,350
2026-08-14,Friday,Dinner,Variety Rice,571,0,0,Regular,350,396
2026-08-15,Saturday,Lunch,Chapati,330,0,0,Regular,396,217
2026-08-16,Sunday,Lunch,Variety Rice,46,1,0,Regular,217,0
2026-08-17,Monday,Dinner,Idli,597,0,0,Regular,0,355
2026-08-18,Tuesday,Dinner,Dosa,518,0,0,Regular,355,343
2026-08-19,Wednesday,Dinner,Idli,555,0,0,Regular,343,423
2026-08-20,Thursday,Dinner,Chapati,427,0,0,Regular,423,353
2026-08-21,Friday,Dinner,Dosa,581,0,0,Regular,353,407
2026-08-22,Saturday,Breakfast,Pongal,368,0,0,Regular,407,176
2026-08-23,Sunday,Dinner,Parotta,48,1,0,Regular,176,0
2026-08-24,Monday,Dinner,Variety Rice,510,0,0,Regular,0,307
2026-08-25,Tuesday,Lunch,Variety Rice,425,0,0,Regular,307,379
2026-08-26,Wednesday,Lunch,Biryani,456,0,0,Regular,379,414
2026-08-27,Thursday,Lunch,Biryani,547,0,0,Regular,414,493
2026-08-28,Friday,Dinner,Variety Rice,443,0,0,Regular,493,357
2026-08-29,Saturday,Dinner,Idli,311,0,1,Regular,357,179
2026-08-30,Sunday,Lunch,Special Meals,105,1,0,Regular,179,35
2026-08-31,Monday,Lunch,Chapati,422,0,0,Regular,35,363
2026-09-01,Tuesday,Breakfast,Pongal,418,0,0,Regular,363,221
2026-09-02,Wednesday,Breakfast,Poori,438,0,0,Regular,221,289
2026-09-03,Thursday,Lunch,South Indian Meals,512,0,0,Regular,289,475
2026-09-04,Friday,Breakfast,Idli,418,0,0,Regular,475,293
2026-09-05,Saturday,Breakfast,Idli,318,0,0,Regular,293,135
2026-09-06,Sunday,Lunch,Variety Rice,67,1,0,Regular,135,5
2026-09-07,Monday,Lunch,Biryani,470,0,1,Regular,5,470
2026-09-08,Tuesday,Breakfast,Idli,444,0,0,Regular,470,302
2026-09-09,Wednesday,Dinner,Chapati,421,0,0,Regular,302,285
2026-09-10,Thursday,Dinner,Parotta,261,1,0,Regular,285,190
2026-09-11,Friday,Lunch,South Indian Meals,429,0,0,Regular,190,359
2026-09-12,Saturday,Lunch,South Indian Meals,263,0,0,Regular,359,223
2026-09-13,Sunday,Lunch,Variety Rice,65,1,0,Regular,223,0
2026-09-14,Monday,Lunch,South Indian Meals,446,0,0,Regular,0,300
2026-09-15,Tuesday,Breakfast,Dosa,563,0,0,Regular,300,371
2026-09-16,Wednesday,Breakfast,Upma,427,0,0,Regular,371,288
2026-09-17,Thursday,Lunch,South Indian Meals,494,0,0,Regular,288,443
2026-09-18,Friday,Breakfast,Poori,448,0,0,Regular,443,306
2026-09-19,Saturday,Breakfast,Poori,349,0,0,Regular,306,149
2026-09-20,Sunday,Lunch,Variety Rice,91,1,0,Regular,149,0
2026-09-21,Monday,Lunch,Special Meals,493,0,0,Regular,0,402
2026-09-22,Tuesday,Dinner,Idli,561,0,0,Regular,402,426
2026-09-23,Wednesday,Lunch,Biryani,513,0,0,Regular,426,512
2026-09-24,Thursday,Lunch,Variety Rice,461,0,0,Regular,512,422
2026-09-25,Friday,Breakfast,Dosa,420,0,0,Regular,422,279
2026-09-26,Saturday,Lunch,Biryani,378,0,0,Regular,279,337
